File Name,Relative Path,Fish Computer Path,Species,Single Fish,Comments,Segmentable,box annotated,mask annotated,train/val/test,Mask Annotator Name,Fish Computer Folder,Date Data Added,Keypoint annotated,Keypoint Annotator Name,Box Annotator Name,Duplicate,CVAT Task ID,Multifish Order
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/109.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/109.mp4,Rainbow Trout,1,good vid. what a steelhead!,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__109,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/11.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/11.mp4,Rainbow Trout,1,good vid,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__11,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/111.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/111.mp4,Rainbow Trout,1,"very darty, mask doesn't capture last few frames",1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__111,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/114.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/114.mp4,Rainbow Trout,1,good vid,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__114,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/115.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/115.mp4,Rainbow Trout,1,"good vid, mask is blob-like",1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__115,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/116.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/116.mp4,Rainbow Trout,1,good vid,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__116,2025-06-19,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/19.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/19.mp4,Rainbow Trout,1,,1,1,1,,Bushra,Credit__2024__11252024-11272024__24  11  25  12  44__19,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/26.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/26.mp4,Rainbow Trout,1,"good vid, tail is a bit rough",1,1,1,,Bushra,Credit__2024__11252024-11272024__24  11  25  12  44__26,2025-06-18,,,,,,
/Credit/2024/11252024-11272024/24 11 25 12 44/27.mp4,,/data/remora/Credit/2024/11252024-11272024/24  11  25  12  44/27.mp4,Rainbow Trout,1,"good vid, mask is rough",1,1,1,,Bushra,Credit__2024__11252024-11272024__24  11  25  12  44__27,2025-06-18,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/118.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/118.mp4,Rainbow Trout,1,,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__118,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/12.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/12.mp4,Rainbow Trout,1,fish in first few seconds,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__12,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/120.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/120.mp4,Rainbow Trout,1,,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__120,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/122.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/122.mp4,Rainbow Trout,1,,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__122,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/124.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/124.mp4,Rainbow Trout,1,good vid,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__124,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/15.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/15.mp4,Rainbow Trout,1,,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__15,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/16.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/16.mp4,Rainbow Trout,1,good vid,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__16,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/17.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/17.mp4,Rainbow Trout,1,,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__17,2025-06-19,,,,,,
/Ganaraska/Ganaraska 2024/11222024-11282024/24 11 22 14 07/18.mp4,,/data/remora/Ganaraska/Ganaraska 2024/11222024-11282024/24  11  22  14  07/18.mp4,Rainbow Trout,1,good vid,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__11222024-11282024__24  11  22  14  07__18,2025-06-19,,,,,,
\Credit\09222023-09252023\23 09 22 12 11\128.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Credit\09222023-09252023\23 09 22 12 11\128.mp4,/data/remora/Credit/2023/09222023-09252023/23  09  22  12  11/128.mp4,Brown Trout,1,"fish came into view at beginning, mask not generated",1,1,1,,Bushra,Credit__2023__09222023-09252023__23  09  22  12  11__128,,,,,,,
\Ganaraska\09032024-09092024\24  09  03  09  08\1016.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\09032024-09092024\24  09  03  09  08\1016.mp4,/data/remora/Ganaraska/Ganaraska 2024/09032024-09092024/24  09  03  09  08/1016.mp4,Chinook,0,"Two chinook, lamprey scar, masks generated, skip",0,1,0.5,,Bushra,Ganaraska__Ganaraska 2024__09032024-09092024__24  09  03  09  08__1016,,,,,,,
\Credit\08012024-08122024\24  08  01  11  58\28.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\08012024-08122024\24  08  01  11  58\28.mp4,/data/remora/Credit/2024/08012024-08122024/24  08  01  11  58/28.mp4,Chinook,1,"masks generated, requires review",1,1,1,,Bushra,Credit__2024__08012024-08122024__24  08  01  11  58__28,,,,,,,
\Credit\08012024-08122024\24  08  01  11  58\29.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\08012024-08122024\24  08  01  11  58\29.mp4,/data/remora/Credit/2024/08012024-08122024/24  08  01  11  58/29.mp4,Chinook,1,"masks generated, SIMONE",1,1,1,,Bushra,Credit__2024__08012024-08122024__24  08  01  11  58__29,,,,,,,
\Credit\09032024-09122024\24  09  03  14  37\118.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\09032024-09122024\24  09  03  14  37\118.mp4,/data/remora/Credit/2024/09032024-09122024/24  09  03  14  37/118.mp4,Chinook,1,"masks require review, SIMONE",1,1,1,,Bushra,Credit__2024__09032024-09122024__24  09  03  14  37__118,,,,,,,
\Ganaraska\08012024-08082024\24  08  01  08  53\56.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\08012024-08082024\24  08  01  08  53\56.mp4,/data/remora/Ganaraska/Ganaraska 2024/08012024-08082024/24  08  01  08  53/56.mp4,Chinook,1,"masks generated, lamprey scar",1,1,1,,Bushra,Ganaraska__Ganaraska 2024__08012024-08082024__24  08  01  08  53__56,,,,,,,
\Ganaraska\08162024-08202024\24  08  16  13  29\190.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\08162024-08202024\24  08  16  13  29\190.mp4,/data/remora/Ganaraska/Ganaraska 2024/08162024-08202024/24  08  16  13  29/190.mp4,Chinook,1,"propagated masks, haven't edited",1,1,1,,Bushra,Ganaraska__Ganaraska 2024__08162024-08202024__24  08  16  13  29__190,,,,,,,
\Ganaraska\08292024-09032024\24  08  29  14  32\1065.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\08292024-09032024\24  08  29  14  32\1065.mp4,/data/remora/Ganaraska/Ganaraska 2024/08292024-09032024/24  08  29  14  32/1065.mp4,Chinook,1,"propagated masks, SIMONE",1,1,1,,Bushra,Ganaraska__Ganaraska 2024__08292024-09032024__24  08  29  14  32__1065,,,,,,,
\Ganaraska\08292024-09032024\24  08  29  14  32\118.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\08292024-09032024\24  08  29  14  32\118.mp4,/data/remora/Ganaraska/Ganaraska 2024/08292024-09032024/24  08  29  14  32/118.mp4,Chinook,1,"propagated masks, haven't edited",1,1,1,,Bushra,Ganaraska__Ganaraska 2024__08292024-09032024__24  08  29  14  32__118,,,,,,,
\Credit\08292024-09032024\24  08  29  10  30\1.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\08292024-09032024\24  08  29  10  30\1.mp4,/data/remora/Credit/2024/08292024-09032024/24  08  29  10  30/1.mp4,Chinook,1,"requires review, SKIP",0,1,0.5,,Simone,Credit__2024__08292024-09032024__24  08  29  10  30__1,,,,,,,
\Credit\08292024-09032024\24  08  29  10  30\26.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\08292024-09032024\24  08  29  10  30\26.mp4,/data/remora/Credit/2024/08292024-09032024/24  08  29  10  30/26.mp4,Chinook,1,"masks require review, SKIP",0,1,0.5,,Simone,Credit__2024__08292024-09032024__24  08  29  10  30__26,,,,,,,
\Credit\09032024-09122024\24  09  03  14  37\104.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\09032024-09122024\24  09  03  14  37\104.mp4,/data/remora/Credit/2024/09032024-09122024/24  09  03  14  37/104.mp4,Chinook,1,"masks require review, blurry, SKIP",0,1,0.5,,Simone,Credit__2024__09032024-09122024__24  09  03  14  37__104,,,,,,,
\Credit\09032024-09122024\24  09  03  14  37\135.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\09032024-09122024\24  09  03  14  37\135.mp4,/data/remora/Credit/2024/09032024-09122024/24  09  03  14  37/135.mp4,Chinook,1,"masks require review, SKIP",0,1,0.5,,Simone,Credit__2024__09032024-09122024__24  09  03  14  37__135,,,,,,,
\Credit\09032024-09122024\24  09  03  14  37\50.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\09032024-09122024\24  09  03  14  37\50.mp4,/data/remora/Credit/2024/09032024-09122024/24  09  03  14  37/50.mp4,Chinook,1,"difficult video, SKIP",0,1,0.5,,Simone,Credit__2024__09032024-09122024__24  09  03  14  37__50,,,,,,,
\Credit\09032024-09122024\24  09  03  14  37\66.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\09032024-09122024\24  09  03  14  37\66.mp4,/data/remora/Credit/2024/09032024-09122024/24  09  03  14  37/66.mp4,Chinook,1,"Second fish behind, SKIP",0,1,0.5,,Simone,Credit__2024__09032024-09122024__24  09  03  14  37__66,,,,,,,
\Ganaraska\08292024-09032024\24  08  29  14  32\762.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\08292024-09032024\24  08  29  14  32\762.mp4,/data/remora/Ganaraska/Ganaraska 2024/08292024-09032024/24  08  29  14  32/762.mp4,Chinook,1,"propagated masks, low contrast, SKIP",0,1,0.5,,,Ganaraska__Ganaraska 2024__08292024-09032024__24  08  29  14  32__762,,,,,,,
/Credit/2024/08122024-08162024/24 08 12 12 13/11.mp4,,/data/remora/Credit/2024/08122024-08162024/24  08  12  12  13/11.mp4,Chinook,1,,1,1,1,,Bushra,Credit__2024__08122024-08162024__24  08  12  12  13__11,2025-06-18,,,,,,
\Ganaraska\10012024-10072024\24  10  01  11  32\2019.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\10012024-10072024\24  10  01  11  32\2019.mp4,/data/remora/Ganaraska/Ganaraska 2024/10012024-10072024/24  10  01  11  32/2019.mp4,Multiple_Species,0,Coho and Brown Trout,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__10012024-10072024__24  10  01  11  32__2019,,,,,,,
\Ganaraska\10012024-10072024\24  10  01  11  32\2276.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\10012024-10072024\24  10  01  11  32\2276.mp4,/data/remora/Ganaraska/Ganaraska 2024/10012024-10072024/24  10  01  11  32/2276.mp4,Multiple_Species,0,"Coho and Chinook, low contrast, SKIP",0,1,0.5,,Simone,Ganaraska__Ganaraska 2024__10012024-10072024__24  10  01  11  32__2276,,,,,,,
\Ganaraska\04020224-04052024\24  04  02  11  29\32.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04020224-04052024\24  04  02  11  29\32.mp4,/data/remora/Ganaraska/Ganaraska 2024/04020224-04052024/24  04  02  11  29/32.mp4,Rainbow Trout,0,"Three fish, lamprey scar, masks generated",1,1,1,,Bushra,Ganaraska__Ganaraska 2024__04020224-04052024__24  04  02  11  29__32,,,,,,,
\Credit\04272023-05012023\23  04  27  11  23\2.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\04272023-05012023\23  04  27  11  23\2.mp4,/data/remora/Credit/2023/04272023-05012023/23  04  27  11  23/2.mp4,Rainbow Trout,1,"generated, not edited",1,1,1,,Bushra,Credit__2023__04272023-05012023__23  04  27  11  23__2,,,,,,,
\Credit\08012024-08122024\24  08  01  11  58\6.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\08012024-08122024\24  08  01  11  58\6.mp4,/data/remora/Credit/2024/08012024-08122024/24  08  01  11  58/6.mp4,Rainbow Trout,1,"generated, not edited",1,1,1,,Bushra,Credit__2024__08012024-08122024__24  08  01  11  58__6,,,,,,,
\Credit\08012024-08122024\24  08  01  11  58\7.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\08012024-08122024\24  08  01  11  58\7.mp4,/data/remora/Credit/2024/08012024-08122024/24  08  01  11  58/7.mp4,Rainbow Trout,1,"generated, not edited",1,1,1,,Bushra,Credit__2024__08012024-08122024__24  08  01  11  58__7,,,,,,,
\Ganaraska\04092024-04112024\24  04  09  10  27\93.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\04092024-04112024\24  04  09  10  27\93.mp4,/data/remora/Ganaraska/Ganaraska 2024/04092024-04112024/24  04  09  10  27/93.mp4,Rainbow Trout,1,,1,1,1,,Bushra,Ganaraska__Ganaraska 2024__04092024-04112024__24  04  09  10  27__93,,,,,,,
\Credit\04272023-05012023\23  04  27  11  23\16.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\04272023-05012023\23  04  27  11  23\16.mp4,/data/remora/Credit/2023/04272023-05012023/23  04  27  11  23/16.mp4,Rainbow Trout,1,"blurry, skip for now",0,1,0.5,,,Credit__2023__04272023-05012023__23  04  27  11  23__16,,,,,,,
/Credit/2024/17062024-05072024/24 06 17 12 42/53.mp4,,/data/remora/Credit/2024/17062024-05072024/24  06  17  12  42/53.mp4,Atlantic Salmon,1,"good vid ATS, mask not generating properly, SKIP",0,,,,,Credit__2024__17062024-05072024__24  06  17  12  42__53,2025-06-18,,,,,,
\Credit\06022023-06052023\23 06 02 11 22\4.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Credit\06022023-06052023\23 06 02 11 22\4.mp4,/data/remora/Credit/2023/06022023-06052023/23  06  02  11  22/4.mp4,Atlantic Salmon,0,"juv atlantic with minnow sp., video seems choppy",0,,,,,Credit__2023__06022023-06052023__23  06  02  11  22__4,,,,,,,
\Credit\07312023-08032023\23 07 31 15 09\17.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Credit\07312023-08032023\23 07 31 15 09\17.mp4,/data/remora/Credit/2023/07312023-08032023/23  07  31  15  09/17.mp4,Atlantic Salmon,0,"atlantic with minnow sp., blurry",0,,,,,Credit__2023__07312023-08032023__23  07  31  15  09__17,,,,,,,
/Credit/2024/08192024-08232024/24 08 19 14 39/62.mp4,,/data/remora/Credit/2024/08192024-08232024/24  08  19  14  39/62.mp4,Atlantic Salmon,1,Turbid,0,,,,,Credit__2024__08192024-08232024__24  08  19  14  39__62,2025-06-18,,,,,,
/Credit/2024/17062024-05072024/24 06 17 12 42/35.mp4,,/data/remora/Credit/2024/17062024-05072024/24  06  17  12  42/35.mp4,Atlantic Salmon,1,Turbid,0,,,,,Credit__2024__17062024-05072024__24  06  17  12  42__35,2025-06-18,,,,,,
/Credit/2024/17062024-05072024/24 06 17 12 42/51.mp4,,/data/remora/Credit/2024/17062024-05072024/24  06  17  12  42/51.mp4,Atlantic Salmon,1,Turbid,0,,,,,Credit__2024__17062024-05072024__24  06  17  12  42__51,2025-06-18,,,,,,
\Credit\06262023-07042023\23 06 26 12 26\42.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Credit\06262023-07042023\23 06 26 12 26\42.mp4,/data/remora/Credit/2023/06262023-07042023/23  06  26  12  26/42.mp4,Atlantic Salmon,1,blurry,0,,,,,Credit__2023__06262023-07042023__23  06  26  12  26__42,,,,,,,
\Credit\06262023-07042023\23 06 26 12 26\54.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Credit\06262023-07042023\23 06 26 12 26\54.mp4,/data/remora/Credit/2023/06262023-07042023/23  06  26  12  26/54.mp4,Atlantic Salmon,1,blurry,0,,,,,Credit__2023__06262023-07042023__23  06  26  12  26__54,,,,,,,
\Credit\08032023-08082023\23 08 03 11 18\10.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Credit\08032023-08082023\23 08 03 11 18\10.mp4,/data/remora/Credit/2023/08032023-08082023/23  08  03  11  18/10.mp4,Atlantic Salmon,1,turbid,0,,,,,Credit__2023__08032023-08082023__23  08  03  11  18__10,,,,,,,
\Credit\08032023-08082023\23 08 03 11 18\11.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Credit\08032023-08082023\23 08 03 11 18\11.mp4,/data/remora/Credit/2023/08032023-08082023/23  08  03  11  18/11.mp4,Atlantic Salmon,1,poor contrast,1,,,,,Credit__2023__08032023-08082023__23  08  03  11  18__11,,,,,,,
\Credit\08032023-08082023\23 08 03 11 18\3.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Credit\08032023-08082023\23 08 03 11 18\3.mp4,/data/remora/Credit/2023/08032023-08082023/23  08  03  11  18/3.mp4,Atlantic Salmon,1,video seems choppy,1,,,,,Credit__2023__08032023-08082023__23  08  03  11  18__3,,,,,,,
\Credit\08112023-08142023\23 08 11 11 14\8.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Credit\08112023-08142023\23 08 11 11 14\8.mp4,/data/remora/Credit/2023/08112023-08142023/23  08  11  11  14/8.mp4,Atlantic Salmon,1,"not ideal, skip for now",1,,,,,Credit__2023__08112023-08142023__23  08  11  11  14__8,,,,,,,
\Credit\09272024-10022024\24  09  27  12  55\600.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\09272024-10022024\24  09  27  12  55\600.mp4,/data/remora/Credit/2024/09272024-10022024/24  09  27  12  55/600.mp4,Atlantic Salmon,1,Turbid,0,,,,,Credit__2024__09272024-10022024__24  09  27  12  55__600,,,,,,,
\Credit\11012024-11082024\24  11  01  12  42\261.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\11012024-11082024\24  11  01  12  42\261.mp4,/data/remora/Credit/2024/11012024-11082024/24  11  01  12  42/261.mp4,Atlantic Salmon,1,Outline is unclear,0,,,,,Credit__2024__11012024-11082024__24  11  01  12  42__261,,,,,,,
\Credit\11012024-11082024\24  11  01  12  42\262.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\11012024-11082024\24  11  01  12  42\262.mp4,/data/remora/Credit/2024/11012024-11082024/24  11  01  12  42/262.mp4,Atlantic Salmon,1,Outline is unclear,0,,,,,Credit__2024__11012024-11082024__24  11  01  12  42__262,,,,,,,
\Credit\11012024-11082024\24  11  01  12  42\282.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Credit\11012024-11082024\24  11  01  12  42\282.mp4,/data/remora/Credit/2024/11012024-11082024/24  11  01  12  42/282.mp4,Atlantic Salmon,1,Outline is unclear,0,,,,,Credit__2024__11012024-11082024__24  11  01  12  42__282,,,,,,,
\Ganaraska\07212023-07252023\23 07 21 14 46\73.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Ganaraska\07212023-07252023\23 07 21 14 46\73.mp4,/data/remora/Ganaraska/Ganaraska 2023/07212023-07252023/23  07  21  14  46/73.mp4,Atlantic Salmon,1,"adipose clip, small fish bottom right, turbid",0,,,,,Ganaraska__Ganaraska 2023__07212023-07252023__23  07  21  14  46__73,,,,,,,
\Ganaraska\07252023-07282023\23 07 25 13 01\11.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Ganaraska\07252023-07282023\23 07 25 13 01\11.mp4,/data/remora/Ganaraska/Ganaraska 2023/07252023-07282023/23  07  25  13  01/11.mp4,Atlantic Salmon,1,barely in frame,0,,,,,Ganaraska__Ganaraska 2023__07252023-07282023__23  07  25  13  01__11,,,,,,,
\Ganaraska\07252023-07282023\23 07 25 13 01\12.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Ganaraska\07252023-07282023\23 07 25 13 01\12.mp4,/data/remora/Ganaraska/Ganaraska 2023/07252023-07282023/23  07  25  13  01/12.mp4,Atlantic Salmon,1,"not ideal, skip for now",0,,,,,Ganaraska__Ganaraska 2023__07252023-07282023__23  07  25  13  01__12,,,,,,,
\Ganaraska\07252023-07282023\23 07 25 13 01\9.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Ganaraska\07252023-07282023\23 07 25 13 01\9.mp4,/data/remora/Ganaraska/Ganaraska 2023/07252023-07282023/23  07  25  13  01/9.mp4,Atlantic Salmon,1,just the head,0,,,,,Ganaraska__Ganaraska 2023__07252023-07282023__23  07  25  13  01__9,,,,,,,
\Ganaraska\07312023-08032023\23 07 31 11 51\10.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Ganaraska\07312023-08032023\23 07 31 11 51\10.mp4,/data/remora/Ganaraska/Ganaraska 2023/07312023-08032023/23  07  31  11  51/10.mp4,Atlantic Salmon,1,"ad clip, burry",0,,,,,Ganaraska__Ganaraska 2023__07312023-08032023__23  07  31  11  51__10,,,,,,,
\Ganaraska\07312023-08032023\23 07 31 11 51\12.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Ganaraska\07312023-08032023\23 07 31 11 51\12.mp4,/data/remora/Ganaraska/Ganaraska 2023/07312023-08032023/23  07  31  11  51/12.mp4,Atlantic Salmon,1,"ad clip, turbid",0,,,,,Ganaraska__Ganaraska 2023__07312023-08032023__23  07  31  11  51__12,,,,,,,
\Ganaraska\07312023-08032023\23 07 31 11 51\13.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Ganaraska\07312023-08032023\23 07 31 11 51\13.mp4,/data/remora/Ganaraska/Ganaraska 2023/07312023-08032023/23  07  31  11  51/13.mp4,Atlantic Salmon,1,"ad clip, turbid",0,,,,,Ganaraska__Ganaraska 2023__07312023-08032023__23  07  31  11  51__13,,,,,,,
\Ganaraska\07312023-08032023\23 07 31 11 51\14.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Ganaraska\07312023-08032023\23 07 31 11 51\14.mp4,/data/remora/Ganaraska/Ganaraska 2023/07312023-08032023/23  07  31  11  51/14.mp4,Atlantic Salmon,1,"ad clip, blurry",0,,,,,Ganaraska__Ganaraska 2023__07312023-08032023__23  07  31  11  51__14,,,,,,,
\Ganaraska\07312023-08032023\23 07 31 11 51\16.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Ganaraska\07312023-08032023\23 07 31 11 51\16.mp4,/data/remora/Ganaraska/Ganaraska 2023/07312023-08032023/23  07  31  11  51/16.mp4,Atlantic Salmon,1,"ad clip, blurry",0,,,,,Ganaraska__Ganaraska 2023__07312023-08032023__23  07  31  11  51__16,,,,,,,
\Ganaraska\07312023-08032023\23 07 31 11 51\17.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Ganaraska\07312023-08032023\23 07 31 11 51\17.mp4,/data/remora/Ganaraska/Ganaraska 2023/07312023-08032023/23  07  31  11  51/17.mp4,Atlantic Salmon,1,blurry,0,,,,,Ganaraska__Ganaraska 2023__07312023-08032023__23  07  31  11  51__17,,,,,,,
\Ganaraska\07312023-08032023\23 07 31 11 51\18.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Ganaraska\07312023-08032023\23 07 31 11 51\18.mp4,/data/remora/Ganaraska/Ganaraska 2023/07312023-08032023/23  07  31  11  51/18.mp4,Atlantic Salmon,1,turbid,0,,,,,Ganaraska__Ganaraska 2023__07312023-08032023__23  07  31  11  51__18,,,,,,,
\Ganaraska\07312023-08032023\23 07 31 11 51\8.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Ganaraska\07312023-08032023\23 07 31 11 51\8.mp4,/data/remora/Ganaraska/Ganaraska 2023/07312023-08032023/23  07  31  11  51/8.mp4,Atlantic Salmon,1,"ad clip, turbid",0,,,,,Ganaraska__Ganaraska 2023__07312023-08032023__23  07  31  11  51__8,,,,,,,
\Ganaraska\08032023-08082023\23 08 03 14 50\12.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Ganaraska\08032023-08082023\23 08 03 14 50\12.mp4,/data/remora/Ganaraska/Ganaraska 2023/08032023-08082023/23  08  03  14  50/12.mp4,Atlantic Salmon,1,"ad clip, poor contrast on lower fins",0,,,,,Ganaraska__Ganaraska 2023__08032023-08082023__23  08  03  14  50__12,,,,,,,
